% # columns=["iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=693169, Thu Aug 24 16:21:27 2017
1 31 0.998905873325 0 0 14.3569171429 14.6351777968 7.76492027159 7.44694322541 8.53597200544
2 61 0.995873240536 0 0 13.3594515431 14.4650080576 7.83256753825 7.21770447266 8.59775039633
3 91 0.990459426016 0 0 12.36975452 14.0276953988 7.73931742229 6.84815987364 8.57487394623
4 121 0.97977685086 0 0 10.9265688968 13.9152562102 7.49591786918 6.43116634067 7.97083097333
5 151 0.971080767001 0 0 10.5162634333 12.75156056 7.67171975821 6.40698683047 7.92752270488
6 181 0.972146331954 0 0 10.5189887286 12.1179517359 7.63125272367 6.32840997306 8.43659518777
7 211 0.966196011238 0 0 10.749215861 11.4547118971 7.45290514662 6.02931862306 8.33471214155
8 241 0.961892697952 0 0 9.90439182989 10.9818931158 7.31936957801 5.69054984866 8.71290737228
9 271 0.943107961201 0 0 8.49992443462 10.7362817383 7.15356295777 5.52456174059 8.18464069933
10 301 0.946027489864 0 0 9.41983643481 11.0415951275 7.18201833797 5.15924544449 8.20825704229
11 331 0.947599780238 0 0 8.68313429811 11.5183351164 7.44772637196 4.79008201984 7.84225100164
12 361 0.933523164718 0 0 8.19417307702 10.8481131057 7.63611203316 4.09664490526 7.76401770385
13 391 0.921495804755 0 0 7.78145923296 9.81742078928 7.32656383538 3.97453747961 7.64401988067
14 421 0.899673304786 0 0 6.77928169336 9.2113549536 7.09458156837 3.78884240558 7.27949824098
15 451 0.885118005455 0 0 5.97356637565 8.64696080435 6.99747863603 3.67756774673 6.95134712609
16 481 0.871193808249 0 0 6.09841900904 8.16364554868 6.88555702596 3.57965078269 6.02753203588
17 511 0.858252416896 0 0 5.59050505772 7.94212810869 6.83744968993 3.41362463077 5.36054072523
18 541 0.858833998522 0 0 5.08204133372 7.73289874721 7.23947506002 3.34084253193 5.11920306632
19 571 0.854785337009 0 0 4.8429772396 7.63823765157 6.63181476172 3.2438811173 5.03762918454
20 601 0.846992699982 0 0 4.35359004113 7.55910075365 6.35667650859 3.14195777028 4.82929623999
21 631 0.84020915801 0 0 4.07232836559 7.37922068644 6.33172789052 3.04885680197 4.68846778018
22 661 0.838731063616 0 0 3.92460174987 7.24282622773 6.36075822624 2.93979881411 4.61130699457
23 691 0.833174959436 0 0 3.90014664938 6.90660796391 5.98925928614 2.8088813575 4.51171143292
24 721 0.82565997855 0 0 3.67037638157 6.84345041242 5.5706625586 2.72596195442 4.38625421502
25 751 0.82255042103 0 0 3.70458695668 6.54526211145 5.4523723872 2.65291752969 4.23732343878
26 781 0.827770840528 0 0 3.71743232184 6.52029136264 5.25666998552 2.55273648354 4.19129591662
27 811 0.835741149801 0 0 3.76170859839 6.19810598863 5.28441236446 2.52331932364 4.16278343851
28 841 0.839470034537 0 0 3.96305103008 6.16987819443 4.94347039357 2.46434257102 4.09879048618
29 871 0.835759472255 0 0 3.97547321274 6.15880065006 4.42021015657 2.41989597153 4.04111014523
30 901 0.839633965921 0 0 4.36202061383 6.38384620836 4.11004707838 2.39561676425 3.99751442729
31 931 0.828157942827 0 0 4.09482077134 6.06395876655 3.72157151148 2.33125999436 3.90805712845
32 961 0.81096155157 0 0 3.95422900634 5.87008497342 3.39108976869 2.24478178864 3.78392780608
33 991 0.797950728828 0 0 3.68814127489 5.28285224597 3.22631871824 2.18738351961 3.68942037837
34 1021 0.788850618645 0 0 3.60732035459 5.36375772116 3.06071914194 2.13798156325 3.60934062749
35 1051 0.783368813943 0 0 3.63467339757 5.36266059758 2.95320070516 2.10404925984 3.5527417463
36 1081 0.774431175947 0 0 3.51524554894 5.14221847549 2.86422800385 2.06198838256 3.4828338465
37 1111 0.772014636478 0 0 3.75191618035 5.06467258617 2.77513224165 2.03631193449 3.40041874259
38 1141 0.760207007343 0 0 3.68514815533 4.8761657485 2.56301068147 1.98653922997 3.1297362241
39 1171 0.748879810251 0 0 3.60245369413 4.78767265047 2.48745264225 1.93832134266 3.05710895122
40 1201 0.740481953109 0 0 3.43449325241 4.52874232743 2.3596209832 1.900719619 2.8985219797
41 1231 0.729250506326 0 0 3.27282313992 4.28807354933 2.29539067583 1.85543021151 2.83051904131
42 1261 0.717834546739 0 0 3.20503213657 4.14083644934 2.17184514734 1.81132547396 2.67185524311
43 1291 0.697516821595 0 0 2.89532567805 3.90216692496 2.08983031647 1.74554922931 2.5749889765
44 1321 0.691722273372 0 0 3.00972421656 3.62138246014 2.00632379022 1.71674797651 2.46587260098
45 1351 0.687482571313 0 0 2.88981433647 3.57965353132 1.93525211577 1.69171728969 2.37145638065
